siret,enseigne1Etablissement,codePostalEtablissement
83976727400013,MADIN-MAURICE,28400
83976797700011,FRUTA MADRE,69004
83976852000018,SPPEDY TACOS,79000
83976922100012,PIZZA'CI,56000
83976971800025,FRAICH'EUR LIVRAISON,31400
83976984100017,RYASSO,49100
83976996500014,U CCO,93160
83977214200023,BART'S HOUSE,40600
83977295100019,PIZZA PEPPINO,97432
83977297700014,CHEZ NENENE,97411
83977315700012,LE PETIT VIETNAMIEN,93600
83977430400019,PLAISIR PIZZA,06440
83977552500018,LES RENDEZ VOUS,78370
83977664800017,SUCRE & SALE,13003
83977822200019,VICTORIEN DACHARY SOCIETY,33230
83978129100027,ZOT KARRY,97420
83978500300022,PIZZA BAKIR,54520
83978573000038,LE PACHA,27500
83978573000046,COIN SOLEIL,14100
83978848600018,PIZZA NUOVA,57490
83978848600026,PIZZA NUOVA,57490
83979318900011,BAGEL BAGET CAFE,75004
83979611700019,GRAILLE DE TERROIRS,15000
83979650500023,TXOKO'GLACES,64200
83979942600011,L'ORIGINAL,66660
83980192500018,CREP'ESCALE,29000
83980194100031,CHATIME,94320
83980221200010,PIZZA JULIA,17180
83980229500015,THE TAP HOUSE,06230
83980455600018,LIVE SUSHI,67000
83980494500013,LE PETIT FOURNEAU,91760
83980536300018,LA CABANE DU PECHEUR,17480
83980573600015,LE PETIT GRAIN,22430
83980758300019,O'TACOS,76000
83980797100016,A LA TOUR DE PIZZ,30650
83981152800018,NIKO'S KEBAB,88000
83981158500018,CHEZ NENE,49000
83981196500012,JEREMY PIZZA,13004
83981275700020,MARCHIO'S PIZZA,44710
83981295500012,PIZZA CASALINGA,80190
83981321900012,LE CISTEIL DE CALMEILLES,66400
83981329200027,CLUB SANDWICH CAFE,57280
83981457100015,SO GRILL,69100
83981870500015,SNACK-BAR LE VILLAGE,38740
83982202000013,LE FOURNIL DE BREZILLET,22950
83982207900019,WINENOT,06600
83982415800019,MEZZE DE BEYROUTH,75014
83982916500043,LA ZONE,97412
83982916500050,LA ZONE,97441
83982916500068,LA ZONE SAINT LOUIS,97450
83982947000013,FRESH FOOD,93300
83983082500015,PIZZA KING,44600
83983350600018,GIUSTINA PIZZA,90700
83983528700013,SUSHIC,47400
83983548500013,LES DELICES DE KARY,59160
83983601200014,PLANET FOOD,27000
83983807500019,LA PLOEMEUROISE CLAUDE CARARON,56270
83983841400028,LES GOURMANDS DISENT,37000
83983883600014,LA POPOTTE DE GROS PAPA,07200
83983905700016,VIPIZZ,83400
83984125100011,2SPII KEBAB,35530
83984138400010,LE BRIX,73210
83984146700013,NORA'S,72400
83984264800017,BACINO PIZZA,33950
83984276200016,CAFE DELICE,26200
83984468500017,PALEM CAFE,17000
83984474300014,GREEN PIZZA,06400
83984660700019,Y.S,89470
83984912200016,PALETTE BAR,32100
83985028600031,TANAKHI SUSHI,33600
83985307400012,ASIAN KING,06400
83985361100011,SPAGHETTI 3,20000
83985573100015,MR. DIOT,73100
83985681200012,MILANO,30380
83985721600015,L'ILOT SAVEURS,22400
83985721600023,L'ILOT SAVEURS,22370
83985731500015,LFT,85300
83986092100015,FOLIES POTAGERES,95270
83986092100023,FOLIES POTAGERES,60300
83986092100031,FOLIES POTAGERES,60300
83986110100013,BENNYSHAKER,21000
83986653000034,COTE PISCINE,40600
83986794200014,KFC,36250
83986920300019,L'HEURE DU GOUT THE - LES THES DE L,69540
83987592900011,JASMINE & BERGAMOT,85100
83987642200024,UN COEUR EN PROVENCE,06570
83987785900026,PIZZERIA D'OROUET,85160
83987811300019,J'AIME MON TRAITEUR,13008
83987859200014,LA CASCADE,44800
83987906100019,BUBLLES & CO,75004
83987923600017,MEVLANA (GRILL & PIDE),59430
83988032500015,SEOUL MAMA,75015
83988112500018,PRESTO PIZZA,91100
83988581100019,CRAZY FOOD,54400
83988622300016,CAFE DU NORD,59380
83988784100014,L'ENDROIT A PIZZA,13120
83988821100019,WAFFLE GARAGE,06570
83989822800011,LA CABANE,85460
83989839200015,MIA,97150
83989839200023,SANDY'S TOO,97150
83989949900017,NOMADE ET GOURMAND,78610
83990890200019,LE RESTAURANT DES AMOUREUX,08200
83991269800025,HUI LAU SHAN,75013
83991277100012,CHEZ SALVATORE'S,69350
83991339900011,MANGA-T,57000
83991415700012,LE VINTAGE TOTO,25550
83991632700019,MIKE & JAMES,73000
83992227500012,WILD TRAVEL,69007
83992457800017,MARTIN'S PIZZA,11620
83992658100019,LE NEUF,51450
83992715900021,SULTAN KEBAB,38270
83992759700022,BAO COMPTOIR,06110
83993047600016,ISRAPILON,14000
83993058300019,THE KING,65400
83993177100019,LE LOVA RESTAURANT,31110
83993297700029,MANGOS,94000
83993751300019,LE CAMELEON,66700
83993751300027,LE CAMELEON,66700
83993784400018,MON ARTISAN ROTISSEUR,38500
83994027700024,DRINK & DINER,46130
83994038400010,PIZZERIA DELGRANGE,59144
83994038400028,PIZZERIA DELGRANGE,59530
83994057400016,IZY BIRYANI,95400
83994322200019,HAPPY GREEN FOOD,83700
83994482400011,MARMARIS,80100
83994652200019,SUSHIZEN,33740
83994818900015,SAVEURS PIZZA,37320
83994818900031,SAVEURS PIZZA,37100
83994863500017,QG CAFE SALON DE THE,78200
83995072200018,OTHENTIK CHICKEN,12100
83995115900012,L'ENTRECOTE DU SUD OUEST,31400
83995143100015,LE TACOS & BURGER,83300
83995172000011,LITTLE BRITAIN BISCUITS,44690
83995870900017,LA PAILLOTTE,47700
83995870900025,LA PAILLOTTE,47700
83995872500013,SALON DE THE CAFE BEN ALI RESTAURAN,47000
83996364200013,ALI BABA,43000
83996403800013,LA CABANE JAUNE,75018
83996625600019,EMPF,55000
83996956500010,ETOILE DELIVERY,38000
83997058900017,FLAGRANT DELICE,20220
83997513300019,PHILIPPE POULET,13240
83997554700028,U TRENU,20090
83997573700017,PIZZA LENA,66680
83997697400015,VIAND'O CHWA,69100
83998134700017,LA FINE BOUCHE,94600
83998136200016,THE BURGER,83310
83998137000019,BOUL'ET GAUFRES,50350
83998267500010,FRAICHEUR DES ILES,87000
83998453100013,LA DEDICACE,75005
83998482000028,LA THEIERE APPRIVOISEE,78420
83998722900011,TOWN TEA,75005
83998981100014,PLANET FOOD 06,06000
83998995100018,RESTO ISTANBUL,11000
83999232800014,DELICES EXPRESS,97421
83999484500015,TOP PIZZA,38330
83999484500023,TOP PIZZA,38850
83999518000016,TOP BURGER,37000
83999518000024,SAINTE SOPHIE,42300
83999541200013,KEBAB DU GATINAIS,45210
83999667500014,PIZZALINO,74260
83999692300026,SPEED BREAK,82300
83999823400018,PIZZA MOON 74,74350
83999957000014,WAFFLE CORNER,72100
83999957000022,WAFFLE CORNER,72100
84000062400014,BAKEA,64100
84000113500010,LE TERMINUS GRILL,97110
84000136600011,RESTAURATION,19100
84000169700019,PIZZA LAND,14370
84000175400018,L ORIGINAL,83300
84000392500012,LA CITADELLE,54000
84000652200014,FREDO PIZZA,40200
84001092000014,KEBAB DE LA PLACE,25550
84001115900018,LE PITAYA CHEZ DOM,97410
84001129000029,CHE NOU,97460
84001210800014,LE CUISTOT,42800
84001702400018,AL JOUD,94800
84001802200029,LES BURGERS DU MEKONG,69120
84002117400015,MIDI PILE,75002
84002374100019,WEPOK,75002
84002466500019,PAPA'S BURGER,31100
84002602500014,MAKI MAD,29120
84002602500022,POKE MAD,29760
84002975500013,KING TACOS CITY,69001
84003092800013,CUPCAKE & PAILLETTES,09700
84003188400017,DOMINO'S PIZZA,91290
84003374000019,MAITRE PAN,85000
84003421900013,BROTHERS TACOS,34300
84003569500021,YOGURT FACTORY,75001
84003647900029,LE KIOSQUE A PIZZA,85140
84003647900037,LE KIOSQUE A PIZZAS,79700
84003723800010,PIZZA DE NICO,68100
84003787300014,GOUTTE D'OR,44000
84003937400029,TAOBAO FAN,97420
84003958000013,PLANET BURGER,97118
84003982000013,SABLE D'OR,10000
84004138800017,MARIUS,13011
84004634600028,CHEZ NICO,97430
84004635300016,LE DAGONI,97615
84004720300020,B&B,51100
84004755900017,CAFECHOPPE,54200
84004783100010,CANETACOS,66140
84004783100028,CANETACOS 2.0,66140
84004783100036,CANETACOS,66430
84005069400016,LE MAC PINOU,11210
84005138700024,AUTO-KAZ FRANCE,35650
84005522200029,O' TACOS,78120
84005731900013,PAPILLES & MAMIES,75014
84005768100016,CHEZ ELO,65400
84005871300024,CANDY-ICE,11430
84005926500016,MILLE WOK,21000
84005935600013,LE 20 AVRIL,91180
84006430700019,D&D,59800
84006595700028,LE TRISKELL,60350
84006618700013,LE CAMION GLACE,68000
84007037900010,VINS & 1,73210
84007047800028,LA PLANCHA,83440
84007159100019,A LA POELEE,69003
84007180700019,CAFETINO,12100
84007185600016,RESTAURANT LA PETITE ISTANBUL,21000
84007205200011,SUSHI WANN,84110
84007242500027,CHARLES TRAITEUR,66700
84007672300013,TRUCK PIZZAS,72300
84007870300013,REMI ET NANIE PIZZ,70000
84007873700011,PIZZA L'TWO,39100
84008733200010,RU,75016
84009320700016,PAPILLON PIZZA,59130
84009403100019,L'EATALIENNE,38780
84009451000012,PIZZA CALIA,66330
84009498100015,TOMMY'S DINER LYON,69120
84009661400010,HEINSENBURGER,92000
84009817200017,KEOPS,06000
84010123200014,SALON THE KOHINOOR,97410
84010199200021,COME IN ITALIA,33220
84010199200039,COME IN ITALIA,33220
84010566200018,BONHEUR DE LI,92100
84010760100014,MACFOOD44,44700
84011055500017,P'TIT RESTO,15000
84011066200011,AMORINO,83150
84011110800014,LE 98 COWORKING CAFE - EAT GREEN - HIMALAYA LOUNGE,75010
84011169400013,LES MIJOTES DU TERROIR,97111
84011186800013,PIZZERIA 1955 NEMOURS,14000
84011223900016,NOMAD'INN,09800
84011252800012,DAILY,10000
84011383100019,PRET A GOUTER,75010
84011390600019,TOURNAY PIZZA,65190
84011608100018,TIME OUT,06160
84011671900013,CROCH'PATES,17300
84011993700018,L'AS DE COEUR,20290
84012123000014,TACOS MAGISTRAL,74000
84012749200014,CREP' WAY,95310
84012923300010,LES COCHONNERIES DU GENERAL,74200
84013058700016,MAC PIZZA,93100
84013195700010,FRESH AND POP,60230
84013228600013,CHEZ TOI,06400
84013342500024,RYTHM N' FOOD ROUEN ESPACE DU PALAI,76000
84013804400010,LES DELICES DE VALERIE,88220
84013868900012,LE FOODAY,17470
84013963800018,CHEZ L'ALIZE,76400
84014012300026,LE COMPTOIR DE SAM,30000
84014110500014,PIZZA CAPRI,83190
84014275600013,ENTRE COPAINS V2.0,64000
84014334100013,LA BAGUETTE DEPUIS 2018,33300
84014434900015,PIZZA COSY,69150
84014596500017,SARL FAMILY PIZZ',56390
84014944700012,PEANUT S CAFE,83120
84014956100010,ANTIQ & THE,41200
84015087400013,PIZZA VINTAGE,26000
84015094000020,LA CAFETERIA,97420
84015100500013,TET FRE,97400
84015175700019,SNACKY FAMILY,12130
84015818200013,MON TI MARKET,97421
84016302600015,TRUCK 2 FOUS,42170
84016441200024,LA PIZZERIA VAUBAN,13006
84016811600019,L'INTERVAL,66000
84016819900015,AUX 3 P,20113
84016877700018,SAM&CO,66680
84017035100026,CHEZ MARCEL,17370
84017303300027,XAIKIKI BEACH,17000
84017607700021,LE KIMONO ROUGE,17200
84017753900011,CHOBACHE POUR LA CUISINE SYRIENNE.,44700
84017818000013,KFC,13500
84018061600020,PIZZ'PLAT,34280
84018550800024,SNACK DU WATER JUMP,34300
84018994800010,PIZZA D ET D,20230
84019679400019,LE SHAKESPEARE 54,54000
84019761000016,MARION CUISINE,81600
84020253500018,JULES & JOHN,64122
84020271700012,ELSASS PASTA,67100
84020336800013,PARADISE SUSHI,59800
84020519900010,TACOS N BURGER,74200
84020666800021,LE PRESTIGE,11100
84020935700010,MY PIZZA,91300
84021163500015,GOUT RUSSE-FRANCAIS AVEC UN DELICAT,34500
84021334200016,O'TACOS,05000
84021672500019,MR RIBS,97160
84021732700013,PIAZZA GAETANO,83000
84021737600028,LE PETIT POUCET,83150
84021825900017,PEEKS,75003
84021883800018,BURGER'S,69007
84021910900013,LA PAUSE RAPIDE,83210
84022019800047,FRIENDS PIZZA,83000
84022287100013,T B T,25000
84022289700018,ABOU,44300
84022382000027,STEAK HOUSE,76600
84022438000013,O'DELICES,29200
84022487700018,LA CASA DEL PAPY,66320
84022508000018,LE PIZZBURG,67600
84022517100015,O'MEZZO KEBAB,57730
84022519700010,SILA,57070
84022525400019,MONTPIZZA,82270
84022531200015,LA MIE CALINE,35000
84022628600010,WOF WORLD OF FOOD,07580
84022643500021,LOS TACOS CHINGONES,64200
84022734200028,SECOURS DE L'ETERNEL,97111
84024108700013,CREP'ITAINE,40150
84024108700021,CREP'ITAINE,40150
84024153300016,GRILLE ISTANBUL,93700
84024153300024,GRILLE ISTANBUL,93120
84024559100028,BANH MIAM,33000
84024743100017,O'DELICE,76170
84024752200013,PIZZA DE NICO,57450
84024801700013,L'ATELIER DU MAESTRO,66450
84024836300011,LA TERRASSE,69360
84025076500012,LE PETIT NANS,83860
84025082300027,LA COLLATION,33000
84025082300035,LA COLLATION,33000
84025170600015,ESPACE PIZZA,91650
84025196100016,THE PATE FINE,97111
84025219100019,ZENITH CAFE,14220
84025324900014,NEMRUT,80580
84025476700014,JUST IN THAI,69100
84025552500015,LE PATIO GOURMAND,05400
84025638200010,PIZZ'AJO,30390
84025650700012,DHARMA,56800
84025847900012,RE-GUSTO,30000
84025866900018,LA CADE EMY,83110
84025867700011,21 VENTUNO,74960
84025879200018,O SAVEURS,67230
84026116800016,RESTAURANT ROSIE LE BON GOUT,97139
84026393300011,FRAICH'HEURE D'ICI,60000
84026393300029,FRAICH'HEURE D'ICI,60510
84026710800016,LE GREEN,80100
84026968200018,LA POMME D'HAPPY,14570
84027187800026,LA GAUFFRE LIEGEOISE,31000
84027191000019,CD SNACK KARAOKE,97410
84027662000019,PAYE TA CREPE,59140
84027749500015,NEW SCHOOL TACOS,83000
84027864200011,ORIGINAL BUTTER,42000
84028113300016,PIZZ AS,83390
84028249500018,PAN FU,75015
84028262800014,LE SOLOPAC,24680
84028422800011,PIZZA 23,69100
84028597700012,KINN KHAO,75009
84028619900012,PIZZE E BASTA COSI,31000
84028619900020,PIZZE E BASTA COSI,33470
84028981300015,LA SAVEUR DU GOUT,13001
84029118100021,DIGITAL LABS,92300
84029148800012,BUBBLE DRINK STORE,13100
84029214800011,O'TERRASSE,93420
84029294000011,CHEZ SOI,53000
84029640400022,SUSHI SHOP,73000
84030068500012,O'BROTHER,26200
84030079200016,BAAN THAI,97410
84030080000017,MALOYA BAR,97419
84030200400014,CAPPADOCE,78100
84030270700012,ALLO SUSHI,06800
84030282200027,CROUSTI POULET,91000
84030285500019,CASA ROSSA,20137
84030286300013,SNACK SUARTONE,20169
84030346500016,PIZZ & CO,41260
84030856300013,LA FRITE GOURMANDE,02820
84031682200013,CHICKEN SPOT,93320
84031729100010,DELICIEUX CHEZY,92200
84031787900012,IZMIR,59490
84032012100014,LES INSUPPORTABLES,14360
84032021200011,LE GAULOIS BURGER,47370
84032032900013,DOMINO'S PIZZA,80100
84032071700019,HEALTHY FOOD LAB,31000
84032309100016,U'PICK,35230
84032916300025,COCOTTE ET PAPILLOTTE,69100
84033018700013,EAT SALAD,33560
84033065800013,LE KIOSQUE A PIZZAS,65200
84033078100013,BURGER CITY,93100
84033178900015,CHICKEN&BRO,33470
84033344700018,REBOOT BAR GAMING,69007
84033356100016,SALADOPASTA,69007
84033361100019,SAM TENTE O 57 JUAN LES PINS,06160
84033448600023,FRESCH BURRITOS,44000
84033541800025,CHUPITOS,06400
84033555800010,FRITES ST LEGER,59125
84033621800010,LE SALON DE THE D'ISABELLE,31300
84033851100016,FONTAINES KEBAB,71150
84033882600018,ALFA ET OMEGA SONEVA,24220
84033903000016,THANH LONG,65000
84033925300014,LE MORFAL,97421
84033998000012,LA CANTINE,93350
84034060800016,SALON DE THE,84000
84034122600024,LE KIOSQUE A PIZZAS,60800
84034334700018,FAMILY PIZZA,60460
84034406300010,CHEZ CHACHOU,09290
84034642300014,LA KABANE DE LILI,97490
84034708200017,CHEZ OMAR,62200
84035514300024,PLANETE PIZZA,76300
84035805500019,VERY-THE,76470
84035843600011,LE BAR A SANDWICHS,87000
84035919400015,EXTRA,85360
84036049900015,RESTAURANT ISTANBUL,27000
84036093700014,TRANCHE DE CAKES,07000
84036293300011,LE MERCATO,91200
84036431900011,DOMINO'S PIZZA,78330
84036575300010,MON P'TIT POULET,59400
84036684300018,JOUR DE CREPE,59220
84036927600018,LE PASSAGE,66290
84036934200018,LES SAVEURS DE L'ORIENT,48000
84036947400019,FAST'N KAFE,97432
84037240300021,ANTICO GRILL,84100
84037283300011,SUMMUM,80100
84037315300013,GECK'O1,97480
84037425000016,SUSHI GOOD,93200
84037498700013,UNO,08000
84037617200010,COFFEE PACK,69005
84037683400015,MY BEERS,06130
84037730300010,L'ANTRE POTE,82000
84037863200011,KARTHALA,75011
84037957200018,LA CREPERIE DE KAMELOTT,30230
84038035600013,DELICE & KEBAB,27290
84038061200019,PIZZA AMARENA,83390
84038171900011,M-J PIZZA,21250
84038206300013,MANHATTAN,20166
84038257600014,PAELLA DEL MERCADO,12100
84038334300018,SUBWAY,14123
84038350900030,CAUPONA,87000
84038786400019,SUBWAY,14000
84039089200015,LUCIFER PIZZA,06540
84039734300012,BUVETTE DE CORZENT,74200
84039767300012,THE WHY NOT,33115
84039786300027,LE KIOSQUE,25000
84039960400015,LE BREAK,13007
84039967900033,LAJPAL PACHA,60100
84040117800016,CHEZ MARIO,33600
84040118600019,MD,13260
84040134300016,BAR CREPERIE LE DRAGON ET LA GIRAFE,29920
84040447900015,THE BEACH CORNER,66700
84040455200019,ZEUGMA,36150
84040552600020,NUL BAR AILLEURS,13821
84040571600019,BELABRIA,77000
84041434600022,MADAME ET MONSIEUR COCOTTE,06700
84041483300011,L'OUTSIDER,75011
84041488200018,LA BOCCA,03500
84041538400014,LA PAUSE GOURMANDE,36330
84041565700013,LE BROOKLYN,72000
84041595400014,SPECIAL KING,33500
84041624200013,CAMARA DELICE,93430
84041657200013,L'OCEAN,17440
84041673900018,SNACK BAR GAMARUS,97432
84042122600019,LA VAGUE,74420
84042142400028,LA MARMITE CREOLE,83330
84042142400036,LA MARMITE CREOLE CASE COCO,83190
84042246300017,BARBA'CREPES,33220
84042253900022,LE SNACK DES FONTINETTES,62100
84042370100019,LE CABANON,04200
84042370100027,CABAN'ICE,04200
84042631600013,HOOKAH LOUNGE,53000
84042700900013,AUX CH'TITES SOEURS,59180
84042741300017,NOMADE EXPRESS,19110
84042772800018,KIOSQUE A PIZZAS,24380
84042853600014,GRAINE 2 FOLIE,30000
84042988000015,AU PARFUM DES REVES,03450
84043183700029,LA BROCHE KITCHEN,59800
84043498900017,ZAZAKI,28260
84043757800015,HOT'MENT BON,64600
84043803000016,LA P'TITE MOME,17000
84043896400016,LIVRAISON DE REPAS A DOMICILE,44300
84044068900031,LA DOLCE VITA,84170
84044094500029,LE LEATI' GOURMAND,64300
84044220600016,L'ILOT BOKIT,33510
84044406100021,LE LOCAL,74400
84044482200018,SMOOKI,78270
84044993800017,NEUF ET LE 9 PIZZA,73100
84045396300018,DU SALE O SUCRE,31130
84045579400023,BURGER GRILL EXPRESS,03100
84045857400034,CAFE MARIE BLACHERE,76600
84045857400042,CAFE MARIE BLACHERE,91260
84045857400059,CAFE MARIE BLACHERE,67800
84045857400067,CAFE MARIE BLACHERE,94700
84045857400083,CAFE MARIE BLACHERE,69340
84045857400091,CAFE MARIE BLACHERE,92700
84045857400109,CAFE MARIE BLACHERE,75008
84045857400117,CAFE MARIE BLACHERE,76000
84045857400125,CAFE MARIE BLACHERE,93340
84046201400019,LE CONVIVIAL,84140
84046292300011,LUCIEN ET LA COCOTTE,69100
84046453100010,LA CASA DEL TACOS,30130
84046856500014,BY KUSADASI,59113
84047238500011,COUZ'CO,78120
84047488600016,CLASS CROUTE,93100
84047491000014,CVN PIZZAS,30100
84047671700011,PANDA DELICE,75010
84047721000016,LE DUO,13650
84047741800015,CHEZ NOUS,05100
84047846500015,PIERRIC DELIVERY,38000
84048418200018,EPDEUCHE,10400
84048993400017,BASIL EXPRESS,69009
84049402500017,SAMY EAT,95100
84049421500014,LOOPS AND COFFEE,37200
84049502200013,HOME PIZZA,51470
84049527900019,CANTINA POURQUOI PAS LA !,17000
84049741600023,LE BIG BOSS,06500
84050027600018,BURGER WORLD,69100
84050027600026,BURGER WORLD,69003
84050037500018,CHICKEN TEAM,57000
84050073000022,MAMA PIZZA,84160
84050252000017,D&LICE,33000
84050270200011,KFC,67000
84050889900019,O PANCAKE COFFE,41000
84051097800017,O'VIKING,50660
84051290900010,BURGER TIM,95210
84051293300028,WAFFLE FACTORY,38100
84051608200012,MARRAKECH,66000
84051924300017,DI NAPOLI,34260
84052079500013,PLEURE PAS MADELEINE,74000
84052080300015,SNACK BAR CHEZ ESAIL,97430
84052504200015,PENNA ROSSA,20218
84052545500019,RATCHADA,34090
84052594300022,BURGER KING,37300
84052713900017,PIZZERIA DONNA,83150
84053044800017,LE PAIN DU JOUR,66000
84053350900021,OH COCO NAK,17590
84053501700015,MANGEZ MOI,59000
84053627000019,WORKERS' FOOD,92100
84053700500018,VIETNAM FOOD,75007
84053771600010,DANS MON POTAGER ...,34570
84053979500012,PIZZ'HANNA,13005
84054131200020,LA CIRCULADE,34490
84054270800010,CHEZ PATXI,34000
84054498500012,LA FLAMANDE,62111
84054510700012,LE KASS' KROUTE,19350
84054562800017,L'EXTRAVAGANT,50200
84054892900016,HISTOIRE DE PAINS,94000
84054999200013,VIVI NEM,77700
84055005700011,CHEZ TONTON KAF,73290
84055239200010,BIG FOOD,97131
84055533800010,BENTO-FOU,13100
84056094000016,LE YOGA,97410
84056222700024,O' LUNCH,33000
84056266400010,JR55,13012
84056664000016,BURGERQUEEN,24400
84056971900015,COSTA GRILL,78190
84057032900010,LE BLACKOUT,13200
84057106100018,COLOMBIA PAN,75011
84057196200025,STARBUCK'S,31000
84057201000022,STARBUCK'S,31000
84057211900013,LA PETITE PAUSE,84110
84057291100013,SUSHI SET,33300
84057379400020,LA PAILLOTE,50290
84057689600012,SOON,29000
84057734000010,GRAINE DE FOLIE,33990
84057923900012,CHAMAS,26000
84058002100011,LA MAIN ET LA PATE,26310
84058002100029,LA MAIN ET LA PATE,26410
84058026000015,PIZZA DU VILLAGE,13010
84058031000018,CHEZ CATHY,66560
84058048400011,XING LONG,95290
84058068200010,SNACK SUARTONE,20169
84059027700025,TOME,69001
84059335400011,MW FOOD,69003
84059625800011,DELICE ROYAL,42630
84059810600010,RESTAURANT O'FOOD,75011
84060239500013,MOJO,06400
84060507500018,LES EPIS DU SUD,83700
84060809500021,PHC9,18100
84060930900017,SALE SUCREPES,87000
84060984600026,LA BOCCA PROVENCAL,06150
84061109900010,SO ' CHIC BY FLAVIE,88100
84061186700010,SAIGON LE,17400
84061188300017,BOY GLOBAL,24000
84061216200015,SUSHI SMILE,38200
84061247700017,O POULET BRAISE,83000
84061346700017,LA PLAGE,26150
84061685800014,LA COCOTTE DE LA COTE,64210
84061745000019,PIZZERIA CECILIA,70290
84062732700017,CHICAGO CORNER,85200
84062787100014,BISTROT LE DIABLE,38860
84062858000010,ASPENDOS,94400
84062970300025,CHASSEURS CUEILLEURS,75009
84063065100023,LA KAZ' LA DEL KEBAB,97450
84063110500011,CHEZ JULES,84100
84063368900012,HASHTAG PIZZA,62300
84063389500031,ZOE PIZZ,43000
84063628600014,SONIA PIZZA,89500
84064069200017,SHINRIN YOKU,87000
84064131000023,LA PETITE GOURMANDISE,67000
84064161700013,EGGS AEQUO,69006
84064302700021,LE COMPTOIR D'ELIDAN,44730
84064348000014,O SESAMES,17000
84064433000010,LE TOUT BON TOUT CHAUD,38000
84064800000015,ASIE HOUSE,75116
84065029500016,UBER EATS,31200
84065099800015,U SPUNTINU,20122
84065176400010,MAHE ROCHARD,56100
84065198800015,LAETIZIA PIZZA,49520
84065198800023,LAETIZIA PIZZA,49220
84065223400013,MON WAFFLE,75001
84065256400013,BATBOUT CAFE,75007
84065424800011,BIOBURGER,44200
84065646600017,AMO PIZZA.FAST.FOOD,76600
84065937900019,FRITERIE METERENNOISE,59270
84066056700016,O PALAIS GOURMAND,93100
84066069000016,CLEMENCEAU,33680
84066192000016,O-TAG,59840
84066224100016,XIN KAI YUE,75009
84066499900017,BERGAMOTE,57700
84066501200018,LORENZO PIZZA,57050
84066532700010,PASSION CUISINE,84300
84067256200013,SAFARI PIZZA,97122
84067344600018,AU DESCENDEUR,73130
84067382600011,RESTAURANT SUZANNE & ANAEL,93200
84067524300017,LES SAVEURS OCCITANES,34560
84067546600014,WOKO,69120
84067791800012,EXQUIS D'ASIE,75019
84068474000011,LA COCOTTE ROUTITE,17310
84068478100015,BURGER KING,95500
84068630700017,CASA PIZZA,13300
84068693500015,LA GALETTE TROTTEUSE,31000
84068860000013,FOOD TRUCK,76100
84069272700026,LA CREPE AU CARRE,37170
84069435000017,KN TACOS,20090
84069469900017,CHEZ JUJU,34490
84069669400016,LE ROYAL D'ISTANBUL,89470
84069790800027,PIZZA CARLONE,06200
84069863300020,ITALIAN FOOD,04100
84069881500015,O'TACOS,47000
84069891400016,LE CESARINO,26190
84070300300011,COLOMBUS CAFE,20200
84070310200011,O CUISTO,93200
84070430800013,FAST PIZZA,38100
84070695600017,TAGLIAZZA,59800
84070853100016,O CAFE D AYDEN,84130
84070938000017,PIZZA MONTALEIGNE,06700
84071045300019,LE MUSTANG,93140
84071119600062,SANTA DELICE,06220
84071360600019,ISTANBUL KEBAB,81300
84071360600027,ISTANBUL KEBAB,81150
84071403400013,DELPIERRO,66620
84071448900027,L'INSTANT TRAITEUR,20090
84071667400014,MAISON LE YIN,92100
84071680700028,CHEZ DEDE,04210
84071780500013,MANGOS,77127
84072099900019,ANKKA,91300
84072328200017,BONNE CHANCE,91300
84072451200016,SUSHI TORI,60000
84072634300014,LE BISCUIT - CAFE CERAMIQUE,14000
84072634300022,LE BISCUIT - CAFE CERAMIQUE,14980
84072654100013,MED' STREET FOOD,35200
84072716800014,PLATS'NETS BIO,91630
84072908100025,QUICK,93330
84072983400019,MARRAKECH 78,78200
84073460200013,GOOD FOOD KARMA,74930
84073857900019,YUE LAN,94400
84074066600010,PASSIONE E TRADIZIONE,19100
84074080700010,MORD L'EXPRESS,29600
84074119300014,O'BBS,39300
84074407200017,"PASTELS, WAX ET CIE",49000
84074476700012,MR LE DELIZIE,06190
84074801600051,BURGERS FAMILY,17138
84075274500017,SAS EDINA,38860
84075456800011,LA BOITE A PIZZA,64000
84075701700016,LORYGINAL'S,97490
84075918700015,SUR LE POUCE,85210
84075960900018,COYOTE HOT DOG,34500
84075996300019,MYTHIC BURGER,64000
84076000300029,PIZZE DI ROMA,47000
84076000300037,PIZZE DI ROMA,47520
84076019300010,UMEE,75016
84076046600010,PIZZA DIBONA,38730
84076451800014,PAPAS TACOS,33000
84076717200017,PACHA,45600
84076861800018,INES PIZZA,75017
84076921000021,KFC,59960
84077348500015,YOGURT FACTORY,97139
84077355000024,EAT SUSHI,42160
84077355000032,EAT SUSHI,42270
84077355000040,EAT SUSHI,42152
84077368300015,TACOS N'TASTY,84000
84077439200020,ROCHE,75009
84077462400018,HOOKAH 83,83310
84077489700010,LAZARE,75009
84077528200014,AU QUAI GOURMAND,77500
84077678500015,LE LIZTEO,13011
84077817900019,LES SUCRERIES DE LAU,97180
84077845000014,PIZZA REGAL,02200
84077896300016,LES 3 SELS,14250
84077935900016,SISTERS' ICE,07700
84078111600016,LE MANHATTAN COFFEE,22000
84078364100011,CHEZ LARCEN,40130
84078466400012,CHICHI,34600
84078516600025,EXQUIS VAL,97418
84078568700012,SUSHI GRENOBLE,38000
84079238600012,BELLENAERT CAFE BAILLEUL,59270
